date,total_profit,mean_profit,trade_count,volume,pnl_std,avg_leverage,timestamp,fgi,classification,pnl_roll,corr_fgi_profit,regime,cum_profit
2025-09-04,43120.444797,10.86978694151752,3967,28556806.47,768.8032668175019,,,67.0,,2956253.762003,-0.23485644985306428,Greed,4707104.0170869995
2025-10-01,-10116.875552,-12.352717401709402,819,6547449.68,816.5240640739952,,,67.0,,2879222.565743,-0.23137371356735986,Greed,4696987.141535
2025-10-02,63908.49465,71.88807047244094,889,3624958.44,921.8916254848083,,,67.0,,2740918.319455,-0.2285642335573784,Greed,4760895.636185
2025-10-03,-10010.027269999999,-3.438690233596702,2911,16811790.68,598.2310344559482,,,67.0,,2724879.8053920004,-0.2256403899145352,Greed,4750885.608914999
2025-10-04,158261.822261,74.40612236060178,2127,28741953.29,528.5261250033769,,,67.0,,2534270.301384,-0.22111723810497022,Greed,4909147.431175999
2025-11-01,2269.080536,8.017952424028268,283,1658098.71,43.43091035574405,,,67.0,,1920126.349687,-0.21962059442984933,Greed,4911416.511712
2025-11-02,-6093.784817,-7.186067001179245,848,2797544.17,127.34220698976809,,,67.0,,1916398.5261459998,-0.21827103631529762,Greed,4905322.726895
2025-11-03,-76880.729036,-23.3964482763238,3286,14016952.09,284.15739785646804,,,67.0,,1836964.259142,-0.2138834542071477,Greed,4828441.997859
2025-11-04,126406.479081,115.33437872354014,1096,11319327.07,1053.703425023061,,,67.0,,1546493.850103,-0.20789605055221147,Greed,4954848.47694
2025-12-01,5742.241803,9.538607646179402,602,2258459.17,150.46366054945935,,,67.0,,1370160.525321,-0.20410418062419777,Greed,4960590.718743
2025-12-02,19848.635032,19.251828353055284,1031,4143974.54,351.50279374147897,,,67.0,,1415524.839303,-0.1997706163631443,Greed,4980439.353775
2025-12-03,288105.984215,72.60735489289314,3968,18618139.15,541.1021890156194,,,67.0,,1700443.104155,-0.1857009545087419,Greed,5268545.33799
2025-12-04,410419.694533,194.60393292223802,2109,55914617.49,3804.4483148577447,,,67.0,,2054156.5631259999,-0.2045782104612748,Greed,5678965.032523
